"date","account","category","amount","currency","converted.amount","currency.1","description"
"30/10/2018","Expense Account 1","Miscellaneous","-167","INR","-167","INR",""
"31/10/2018","Expense Account 1","Entertainment","-10","INR","-10","INR",""
"31/10/2018","Expense Account 1","Commuting","-19","INR","-19","INR",""
"31/10/2018","Expense Account 1","Commuting","-20","INR","-20","INR",""
"31/10/2018","Expense Account 1","Commuting","-149","INR","-149","INR",""
"01/11/2018","Expense Account 1","Entertainment","-110","INR","-110","INR",""
"01/11/2018","Expense Account 1","Miscellaneous","-17","INR","-17","INR",""
"02/11/2018","Expense Account 1","Miscellaneous","-295","INR","-295","INR",""
"04/11/2018","Expense Account 1","Miscellaneous","-5,000","INR","-5,000","INR",""
"08/11/2018","Expense Account 1","Home Food","-142","INR","-142","INR",""
"11/11/2018","Expense Account 1","Miscellaneous","-5","INR","-5","INR",""
"12/11/2018","Expense Account 1","Entertainment","-33","INR","-33","INR",""
"13/11/2018","Expense Account 1","Entertainment","-1,450","INR","-1,450","INR",""
"13/11/2018","Expense Account 1","Commuting","-354","INR","-354","INR",""
"13/11/2018","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"13/11/2018","Expense Account 1","Miscellaneous","-120","INR","-120","INR",""
"14/11/2018","Expense Account 1","Entertainment","-67","INR","-67","INR",""
"14/11/2018","Expense Account 1","Miscellaneous","-30","INR","-30","INR",""
"14/11/2018","Expense Account 1","Home Food","-14","INR","-14","INR",""
"14/11/2018","Expense Account 1","Miscellaneous","-143","INR","-143","INR",""
"15/11/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"15/11/2018","Expense Account 1","Commuting","-160","INR","-160","INR",""
"15/11/2018","Expense Account 1","Miscellaneous","-99","INR","-99","INR",""
"15/11/2018","Expense Account 1","Home Food","-130","INR","-130","INR",""
"16/11/2018","Expense Account 1","Miscellaneous","-1,530","INR","-1,530","INR",""
"16/11/2018","Expense Account 1","Entertainment","-25","INR","-25","INR",""
"18/11/2018","Expense Account 1","Miscellaneous","-260","INR","-260","INR",""
"18/11/2018","Expense Account 1","Miscellaneous","-30","INR","-30","INR",""
"18/11/2018","Expense Account 1","Miscellaneous","-87","INR","-87","INR",""
"19/11/2018","Expense Account 1","Commuting","-10","INR","-10","INR",""
"19/11/2018","Expense Account 1","Commuting","-220","INR","-220","INR",""
"20/11/2018","Expense Account 1","Entertainment","-675","INR","-675","INR",""
"20/11/2018","Expense Account 1","Entertainment","-116","INR","-116","INR",""
"20/11/2018","Expense Account 1","Miscellaneous","-10","INR","-10","INR",""
"21/11/2018","Expense Account 1","Miscellaneous","-1,170","INR","-1,170","INR",""
"21/11/2018","Expense Account 1","Entertainment","-600","INR","-600","INR",""
"22/11/2018","Expense Account 1","Commuting","-29","INR","-29","INR",""
"22/11/2018","Expense Account 1","Commuting","-206","INR","-206","INR",""
"23/11/2018","Expense Account 1","Miscellaneous","-680","INR","-680","INR",""
"24/11/2018","Expense Account 1","Miscellaneous","-30","INR","-30","INR",""
"25/11/2018","Expense Account 1","Clothes","-755","INR","-755","INR",""
"25/11/2018","Expense Account 1","Entertainment","-625","INR","-625","INR",""
"25/11/2018","Expense Account 1","Miscellaneous","-680","INR","-680","INR",""
"25/11/2018","Expense Account 1","Entertainment","-620","INR","-620","INR",""
"25/11/2018","Expense Account 1","Entertainment","-37","INR","-37","INR",""
"26/11/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"26/11/2018","Expense Account 1","Miscellaneous","-50","INR","-50","INR",""
"26/11/2018","Expense Account 1","Miscellaneous","-260","INR","-260","INR",""
"26/11/2018","Expense Account 1","Commuting","-111","INR","-111","INR",""
"27/11/2018","Expense Account 1","Commuting","-55","INR","-55","INR",""
"27/11/2018","Expense Account 1","Commuting","-114","INR","-114","INR",""
"27/11/2018","Expense Account 1","Entertainment","-144","INR","-144","INR",""
"29/11/2018","Expense Account 1","Commuting","-19","INR","-19","INR",""
"29/11/2018","Expense Account 1","Commuting","-10","INR","-10","INR",""
"29/11/2018","Expense Account 1","Miscellaneous","-500","INR","-500","INR",""
"29/11/2018","Expense Account 1","Commuting","-111","INR","-111","INR",""
"30/11/2018","Expense Account 1","Commuting","-344","INR","-344","INR",""
"30/11/2018","Expense Account 1","Commuting","-22","INR","-22","INR",""
"01/12/2018","Expense Account 1","Miscellaneous","-795","INR","-795","INR",""
"03/12/2018","Expense Account 1","Entertainment","-30","INR","-30","INR",""
"03/12/2018","Expense Account 1","Miscellaneous","-98","INR","-98","INR",""
"03/12/2018","Expense Account 1","Miscellaneous","-190","INR","-190","INR",""
"04/12/2018","Expense Account 1","Home Food","-80","INR","-80","INR",""
"04/12/2018","Expense Account 1","Miscellaneous","-9","INR","-9","INR",""
"05/12/2018","Expense Account 1","Entertainment","-2,015","INR","-2,015","INR",""
"06/12/2018","Expense Account 1","Home Food","-50","INR","-50","INR",""
"08/12/2018","Expense Account 1","Home Food","-30","INR","-30","INR",""
"08/12/2018","Expense Account 1","Miscellaneous","-730","INR","-730","INR",""
"09/12/2018","Expense Account 1","Entertainment","-55","INR","-55","INR",""
"09/12/2018","Expense Account 1","Entertainment","-15","INR","-15","INR",""
"10/12/2018","Expense Account 1","Entertainment","-15","INR","-15","INR",""
"11/12/2018","Expense Account 1","Entertainment","-44","INR","-44","INR",""
"14/12/2018","Expense Account 1","Home Food","-132","INR","-132","INR",""
"14/12/2018","Expense Account 1","Entertainment","-35","INR","-35","INR",""
"16/12/2018","Expense Account 1","Entertainment","-85","INR","-85","INR",""
"16/12/2018","Expense Account 1","Home Food","-610","INR","-610","INR",""
"17/12/2018","Expense Account 1","Clothes","-1,600","INR","-1,600","INR",""
"17/12/2018","Expense Account 1","Entertainment","-1,779","INR","-1,779","INR",""
"18/12/2018","Expense Account 1","Home Food","-300","INR","-300","INR",""
"18/12/2018","Expense Account 1","Home Food","-211","INR","-211","INR",""
"18/12/2018","Expense Account 1","Home Food","-83","INR","-83","INR",""
"19/12/2018","Expense Account 1","Entertainment","-780","INR","-780","INR",""
"19/12/2018","Expense Account 1","Entertainment","-1,014","INR","-1,014","INR",""
"19/12/2018","Expense Account 1","Entertainment","-360","INR","-360","INR",""
"20/12/2018","Expense Account 1","Entertainment","-30","INR","-30","INR",""
"21/12/2018","Expense Account 1","Home Food","-1,000","INR","-1,000","INR",""
"22/12/2018","Expense Account 1","Entertainment","-170","INR","-170","INR",""
"22/12/2018","Expense Account 1","Clothes","-634","INR","-634","INR",""
"22/12/2018","Expense Account 1","Entertainment","-1,569","INR","-1,569","INR",""
"22/12/2018","Expense Account 1","Home Food","-627","INR","-627","INR",""
"26/12/2018","Expense Account 1","Home Food","-660","INR","-660","INR",""
"26/12/2018","Expense Account 1","Entertainment","-18","INR","-18","INR",""
"29/12/2018","Expense Account 1","Miscellaneous","-600","INR","-600","INR",""
"29/12/2018","Expense Account 1","Entertainment","-20","INR","-20","INR",""
"30/12/2018","Expense Account 1","Home Food","-792","INR","-792","INR",""
"01/01/2019","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"05/01/2019","Expense Account 1","Commuting","-27","INR","-27","INR",""
"05/01/2019","Expense Account 1","Miscellaneous","-120","INR","-120","INR",""
"05/01/2019","Expense Account 1","Entertainment","-95","INR","-95","INR",""
"05/01/2019","Expense Account 1","Commuting","-364","INR","-364","INR",""
"05/01/2019","Expense Account 1","Miscellaneous","-205","INR","-205","INR",""
"05/01/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"06/01/2019","Expense Account 1","Commuting","-98.5","INR","-98.5","INR",""
"06/01/2019","Expense Account 1","Home Food","-1,008","INR","-1,008","INR",""
"06/01/2019","Expense Account 1","Home Food","-191","INR","-191","INR",""
"06/01/2019","Expense Account 1","Entertainment","-397","INR","-397","INR",""
"06/01/2019","Expense Account 1","Commuting","-104","INR","-104","INR",""
"07/01/2019","Expense Account 1","Commuting","-25","INR","-25","INR",""
"07/01/2019","Expense Account 1","Commuting","-99","INR","-99","INR",""
"07/01/2019","Expense Account 1","Commuting","-13","INR","-13","INR",""
"07/01/2019","Expense Account 1","Commuting","-5","INR","-5","INR",""
"07/01/2019","Expense Account 1","Clothes","-970","INR","-970","INR",""
"08/01/2019","Expense Account 1","Commuting","-25","INR","-25","INR",""
"08/01/2019","Expense Account 1","Entertainment","-500","INR","-500","INR",""
"08/01/2019","Expense Account 1","Commuting","-211","INR","-211","INR",""
"08/01/2019","Expense Account 1","Entertainment","-40","INR","-40","INR",""
"09/01/2019","Expense Account 1","Commuting","-35","INR","-35","INR",""
"09/01/2019","Expense Account 1","Commuting","-99","INR","-99","INR",""
"10/01/2019","Expense Account 1","Commuting","-270","INR","-270","INR",""
"10/01/2019","Expense Account 1","Commuting","-120","INR","-120","INR",""
"10/01/2019","Expense Account 1","Entertainment","-905","INR","-905","INR",""
"10/01/2019","Expense Account 1","Commuting","-280","INR","-280","INR",""
"10/01/2019","Expense Account 1","Commuting","-281","INR","-281","INR",""
"11/01/2019","Expense Account 1","Commuting","-25","INR","-25","INR",""
"11/01/2019","Expense Account 1","Commuting","-36","INR","-36","INR",""
"12/01/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"12/01/2019","Expense Account 1","Home Food","-1,175","INR","-1,175","INR",""
"13/01/2019","Expense Account 1","Commuting","-85","INR","-85","INR",""
"13/01/2019","Expense Account 1","Clothes","-590","INR","-590","INR",""
"13/01/2019","Expense Account 1","Commuting","-85","INR","-85","INR",""
"14/01/2019","Expense Account 1","Clothes","-714","INR","-714","INR",""
"14/01/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"15/01/2019","Expense Account 1","Commuting","-40","INR","-40","INR",""
"17/01/2019","Expense Account 1","Commuting","-76","INR","-76","INR",""
"19/01/2019","Expense Account 1","Commuting","-16","INR","-16","INR",""
"19/01/2019","Expense Account 1","Clothes","-40","INR","-40","INR",""
"19/01/2019","Expense Account 1","Commuting","-25","INR","-25","INR",""
"19/01/2019","Expense Account 1","Clothes","-453","INR","-453","INR",""
"24/01/2019","Expense Account 1","Commuting","-42","INR","-42","INR",""
"25/01/2019","Expense Account 1","Commuting","-2","INR","-2","INR",""
"25/01/2019","Expense Account 1","Commuting","-200","INR","-200","INR",""
"25/01/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"25/01/2019","Expense Account 1","Commuting","-130","INR","-130","INR",""
"25/01/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"26/01/2019","Expense Account 1","Health","-900","INR","-900","INR",""
"26/01/2019","Expense Account 1","Commuting","-15","INR","-15","INR",""
"26/01/2019","Expense Account 1","Commuting","-57","INR","-57","INR",""
"27/01/2019","Expense Account 1","Health","-176","INR","-176","INR",""
"27/01/2019","Expense Account 1","Commuting","-114","INR","-114","INR",""
"27/01/2019","Expense Account 1","Commuting","-185","INR","-185","INR",""
"28/01/2019","Expense Account 1","Commuting","-237","INR","-237","INR",""
"29/01/2019","Expense Account 1","Home Food","-1,495","INR","-1,495","INR",""
"30/01/2019","Expense Account 2","Miscellaneous","-37,999","INR","-37,999","INR",""
"30/01/2019","Expense Account 2","Miscellaneous","-37,999","INR","-37,999","INR",""
"30/01/2019","Expense Account 1","Miscellaneous","-500","INR","-500","INR",""
"01/02/2019","Expense Account 1","Home Food","-927","INR","-927","INR",""
"02/02/2019","Expense Account 1","Commuting","-178","INR","-178","INR",""
"03/02/2019","Expense Account 1","Commuting","-148","INR","-148","INR",""
"03/02/2019","Expense Account 1","Entertainment","-3,500","INR","-3,500","INR",""
"04/02/2019","Expense Account 1","Miscellaneous","-1,200","INR","-1,200","INR",""
"05/02/2019","Expense Account 1","Home Food","-110","INR","-110","INR",""
"09/02/2019","Expense Account 1","Commuting","-40","INR","-40","INR",""
"09/02/2019","Expense Account 1","Commuting","-40","INR","-40","INR",""
"09/02/2019","Expense Account 1","Miscellaneous","-300","INR","-300","INR",""
"09/02/2019","Expense Account 1","Home Food","-700","INR","-700","INR",""
"09/02/2019","Expense Account 1","Entertainment","-2,125","INR","-2,125","INR",""
"09/02/2019","Expense Account 1","Entertainment","-125","INR","-125","INR",""
"09/02/2019","Expense Account 1","Home Food","-50","INR","-50","INR",""
"10/02/2019","Expense Account 1","Entertainment","-120","INR","-120","INR",""
"10/02/2019","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"10/02/2019","Expense Account 1","Commuting","-146","INR","-146","INR",""
"10/02/2019","Expense Account 1","Commuting","-120","INR","-120","INR",""
"10/02/2019","Expense Account 1","Entertainment","-2,659","INR","-2,659","INR",""
"12/02/2019","Expense Account 1","Home Food","-95","INR","-95","INR",""
"12/02/2019","Expense Account 1","Clothes","-285","INR","-285","INR",""
"12/02/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"12/02/2019","Expense Account 1","Commuting","-32","INR","-32","INR",""
"14/02/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"14/02/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"14/02/2019","Expense Account 1","Home Food","-126","INR","-126","INR",""
"14/02/2019","Expense Account 1","Commuting","-40","INR","-40","INR",""
"15/02/2019","Expense Account 1","Commuting","-40","INR","-40","INR",""
"15/02/2019","Expense Account 1","Miscellaneous","-520","INR","-520","INR",""
"15/02/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"16/02/2019","Expense Account 1","Commuting","-52","INR","-52","INR",""
"16/02/2019","Expense Account 1","Commuting","-40","INR","-40","INR",""
"16/02/2019","Expense Account 1","Miscellaneous","-350","INR","-350","INR",""
"16/02/2019","Expense Account 1","Home Food","-60","INR","-60","INR",""
"16/02/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"16/02/2019","Expense Account 1","Home Food","-628","INR","-628","INR",""
"16/02/2019","Expense Account 1","Health","-1,547","INR","-1,547","INR",""
"17/02/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"17/02/2019","Expense Account 1","Home Food","-25","INR","-25","INR",""
"17/02/2019","Expense Account 1","Commuting","-61","INR","-61","INR",""
"18/02/2019","Expense Account 1","Miscellaneous","-2,268","INR","-2,268","INR",""
"19/02/2019","Expense Account 1","Commuting","-215","INR","-215","INR",""
"19/02/2019","Expense Account 1","Entertainment","-210","INR","-210","INR",""
"20/02/2019","Expense Account 1","Commuting","-357","INR","-357","INR",""
"20/02/2019","Expense Account 1","Home Food","-48","INR","-48","INR",""
"20/02/2019","Expense Account 1","Miscellaneous","-200","INR","-200","INR",""
"20/02/2019","Expense Account 1","Commuting","-90","INR","-90","INR",""
"20/02/2019","Expense Account 1","Commuting","-81","INR","-81","INR",""
"21/02/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"21/02/2019","Expense Account 1","Commuting","-88","INR","-88","INR",""
"21/02/2019","Expense Account 1","Entertainment","-2,470","INR","-2,470","INR",""
"21/02/2019","Expense Account 1","Miscellaneous","-5,767","INR","-5,767","INR",""
"22/02/2019","Expense Account 1","Home Food","-566","INR","-566","INR",""
"22/02/2019","Expense Account 1","Commuting","-95","INR","-95","INR",""
"22/02/2019","Expense Account 1","Commuting","-21","INR","-21","INR",""
"22/02/2019","Expense Account 1","Commuting","-11","INR","-11","INR",""
"23/02/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"24/02/2019","Expense Account 1","Miscellaneous","-347","INR","-347","INR",""
"24/02/2019","Expense Account 1","Commuting","-37","INR","-37","INR",""
"24/02/2019","Expense Account 1","Commuting","-62","INR","-62","INR",""
"25/02/2019","Expense Account 1","Commuting","-67","INR","-67","INR",""
"25/02/2019","Expense Account 1","Commuting","-35","INR","-35","INR",""
"25/02/2019","Expense Account 1","Health","-190","INR","-190","INR",""
"25/02/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"25/02/2019","Expense Account 1","Home Food","-200","INR","-200","INR",""
